web-scraper-order,items-links-href,Address,Address-city,Code,Price,Year,SqMtr,Rooms,Energy,Plot,Floors,Surface
1547467830-2380,https://www.funda.nl/koop/verkocht/delft/huis-40584755-oude-ijsbaan-149/?navigateSource=resultlist,Oude IJsbaan 149 2612 ND Delft,2612 ND Delft,2612,250000,1990,91,4,C,126,2,126
1547467912-2396,https://www.funda.nl/koop/verkocht/delft/huis-49378090-marlot-de-zeel-bouwnr-7/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 7) 2614 Delft,2614 Delft,2614,327000,2018,123,5,A,332,1,0
1547468765-2561,https://www.funda.nl/koop/verkocht/delft/huis-40589909-floris-bouwnr-4/?navigateSource=resultlist,Floris (Bouwnr. 4) 2613 JV Delft,2613 JV Delft,2613,555000,2018,149,6,A,550,1,0
1547467062-2228,https://www.funda.nl/koop/verkocht/delft/huis-49215409-nieuwe-plantage-102/?navigateSource=resultlist,Nieuwe Plantage 102 2611 XV Delft,2611 XV Delft,2611,895000,1906,218,9,E,45,1,167
1547468620-2533,https://www.funda.nl/koop/verkocht/delft/huis-40609710-isaac-da-costalaan-4/?navigateSource=resultlist,Isaäc da Costalaan 4 2624 ZD Delft,2624 ZD Delft,2624,309000,1967,142,7,C,150,1,150
1547469821-2772,https://www.funda.nl/koop/verkocht/delft/huis-40839254-kalfjeslaan-37/?navigateSource=resultlist,Kalfjeslaan 37 2623 AB Delft,2623 AB Delft,2623,325000,1977,127,5,C,52,1,149
1547469583-2724,https://www.funda.nl/koop/verkocht/delft/huis-40716716-visstraat-41/?navigateSource=resultlist,Visstraat 41 2611 JW Delft,2611 JW Delft,2611,300000,1799,84,4,F,50,1,50
1547467066-2229,https://www.funda.nl/koop/verkocht/delft/huis-49341092-westerstraat-134/?navigateSource=resultlist,Westerstraat 134 2613 RL Delft,2613 RL Delft,2613,275000,1890,88,4,D,65,1,65
1547467567-2329,https://www.funda.nl/koop/verkocht/delft/huis-40486413-anna-beijerstraat-3/?navigateSource=resultlist,Anna Beijerstraat 3 2613 DP Delft,2613 DP Delft,2613,215000,1891,54,3,F,59,2,54
1547468149-2443,https://www.funda.nl/koop/verkocht/delft/huis-40658088-westerstraat-57/?navigateSource=resultlist,Westerstraat 57 2613 RE Delft,2613 RE Delft,2613,182500,1887,47,3,D,43,2,43
1547467727-2360,https://www.funda.nl/koop/verkocht/delft/huis-49024116-wissingstraat-7/?navigateSource=resultlist,Wissingstraat 7 2628 ZR Delft,2628 ZR Delft,2628,446525,2018,171,7,A,636,1,0
1547467884-2391,https://www.funda.nl/koop/verkocht/delft/huis-49378095-marlot-de-zeel-bouwnr-2/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 2) 2614 Delft,2614 Delft,2614,327000,2018,123,5,A,332,1,0
1547470161-2841,https://www.funda.nl/koop/verkocht/delft/huis-86363826-agatha-van-leidenlaan-8/?navigateSource=resultlist,Agatha van Leidenlaan 8 2628 LG Delft,2628 LG Delft,2628,649500,2000,170,8,A,9,1,167
1547467788-2372,https://www.funda.nl/koop/verkocht/delft/huis-40435018-laan-van-altena-39/?navigateSource=resultlist,Laan van Altena 39 2613 AG Delft,2613 AG Delft,2613,285000,1910,78,4,F,2,1,63
1547470133-2835,https://www.funda.nl/koop/verkocht/delft/huis-40992369-kwartelstraat-22/?navigateSource=resultlist,Kwartelstraat 22 2623 PG Delft,2623 PG Delft,2623,285000,1985,127,5,C,150,1,150
1547468116-2437,https://www.funda.nl/koop/verkocht/delft/huis-40654495-rietveld-173/?navigateSource=resultlist,Rietveld 173 2611 LK Delft,2611 LK Delft,2611,239000,1906,60,3,E,47,2,47
1547468112-2436,https://www.funda.nl/koop/verkocht/delft/huis-40513389-konijnensingel-2/?navigateSource=resultlist,Konijnensingel 2 2623 BJ Delft,2623 BJ Delft,2623,309000,1978,110,4,D,7,1,139
1547469467-2701,https://www.funda.nl/koop/verkocht/delft/huis-40524427-klinkerbuurt-3-fase-2-bouwnr-86/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 86) 2628 ZT Delft,2628 ZT Delft,2628,376000,2018,126,4,A,315,1,0
1547468615-2532,https://www.funda.nl/koop/verkocht/delft/huis-40574053-bastinglaan-21/?navigateSource=resultlist,Bastinglaan 21 2614 GP Delft,2614 GP Delft,2614,550000,1967,199,7,C,14,1,178
1547467595-2334,https://www.funda.nl/koop/verkocht/delft/huis-40416213-wilhelminalaan-202/?navigateSource=resultlist,Wilhelminalaan 202 2625 KK Delft,2625 KK Delft,2625,259000,1970,105,5,D,136,1,136
1547467323-2281,https://www.funda.nl/koop/verkocht/delft/huis-49383411-gelukkig-slot-bouwnr-16/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 16) 2614 SR Delft,2614 SR Delft,2614,379000,2018,131,5,A,340,1,0
1547466940-2206,https://www.funda.nl/koop/verkocht/delft/huis-86835706-gerbrandylaan-34/?navigateSource=resultlist,Gerbrandylaan 34 2625 LR Delft,2625 LR Delft,2625,749000,1969,297,4,D,6,1,752
1547467408-2298,https://www.funda.nl/koop/verkocht/delft/huis-49325328-verlengde-singelstraat-59/?navigateSource=resultlist,Verlengde Singelstraat 59 2613 ES Delft,2613 ES Delft,2613,239000,1906,65,3,F,65,1,65
1547469397-2687,https://www.funda.nl/koop/verkocht/delft/huis-40524413-klinkerbuurt-3-fase-2-bouwnr-106/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 106) 2628 ZT Delft,2628 ZT Delft,2628,450000,2018,161,5,A,402,1,0
1547469811-2770,https://www.funda.nl/koop/verkocht/delft/huis-40804425-raad-van-europalaan-13/?navigateSource=resultlist,Raad van Europalaan 13 2625 PA Delft,2625 PA Delft,2625,465000,1998,205,5,B,231,1,231
1547468634-2536,https://www.funda.nl/koop/verkocht/delft/huis-40507320-kalfjeslaan-19/?navigateSource=resultlist,Kalfjeslaan 19 2623 AA Delft,2623 AA Delft,2623,239000,1979,86,4,C,106,1,106
1547467226-2261,https://www.funda.nl/koop/verkocht/delft/huis-49383491-gelukkig-slot-bouwnr-13/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 13) 2614 SR Delft,2614 SR Delft,2614,499500,2018,178,5,A,480,1,0
1547469737-2755,https://www.funda.nl/koop/verkocht/delft/huis-40830013-wassenaarstraat-16/?navigateSource=resultlist,Wassenaarstraat 16 2629 HM Delft,2629 HM Delft,2629,275000,1922,119,6,F,7,3,87
1547468720-2553,https://www.funda.nl/koop/verkocht/delft/huis-40672522-adenstraat-7/?navigateSource=resultlist,Adenstraat 7 2622 KJ Delft,2622 KJ Delft,2622,242500,1990,86,4,C,141,2,141
1547468742-2557,https://www.funda.nl/koop/verkocht/delft/huis-40607289-hazenlaan-3/?navigateSource=resultlist,Hazenlaan 3 2623 BG Delft,2623 BG Delft,2623,249000,1979,94,3,C,99,1,99
1547467212-2258,https://www.funda.nl/koop/verkocht/delft/huis-49383497-gelukkig-slot-bouwnr-10/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 10) 2614 SR Delft,2614 SR Delft,2614,345000,2018,125,7,A,340,1,0
1547469336-2675,https://www.funda.nl/koop/verkocht/delft/huis-86229644-archipellaan-9/?navigateSource=resultlist,Archipellaan 9 2612 GB Delft,2612 GB Delft,2612,320000,1938,90,5,F,97,1,97
1547468638-2537,https://www.funda.nl/koop/verkocht/delft/huis-40757369-houthaak-32/?navigateSource=resultlist,Houthaak 32 2611 LE Delft,2611 LE Delft,2611,219000,1890,56,3,F,39,1,39
1547467100-2236,https://www.funda.nl/koop/verkocht/delft/huis-40405378-cornelis-trompstraat-86-88/?navigateSource=resultlist,Cornelis Trompstraat 86 88 2628 RS Delft,2628 RS Delft,2628,675000,1922,198,8,C,19,1,0
1547470091-2827,https://www.funda.nl/koop/verkocht/delft/huis-86241628-abtsregt-29/?navigateSource=resultlist,Abtsregt 29 2622 KN Delft,2622 KN Delft,2622,1000000,2006,284,7,B,19,1,1.015
1547468937-2596,https://www.funda.nl/koop/verkocht/delft/huis-40572949-buitenwatersloot-254/?navigateSource=resultlist,Buitenwatersloot 254 2613 SZ Delft,2613 SZ Delft,2613,299500,1956,63,3,E,50,1,50
1547468849-2578,https://www.funda.nl/koop/verkocht/delft/huis-40733117-westerstraat-33/?navigateSource=resultlist,Westerstraat 33 2613 RD Delft,2613 RD Delft,2613,275000,1881,80,5,F,61,1,61
1547468964-2601,https://www.funda.nl/koop/verkocht/delft/huis-40600506-hoflandendreef-397/?navigateSource=resultlist,Hoflandendreef 397 2614 MT Delft,2614 MT Delft,2614,315000,2019,104,5,A,85,1,85
1547468606-2530,https://www.funda.nl/koop/verkocht/delft/huis-48088458-voorstraat-107/?navigateSource=resultlist,Voorstraat 107 2611 JM Delft,2611 JM Delft,2611,545000,1906,180,4,G,78,1,78
1547468418-2494,https://www.funda.nl/koop/verkocht/delft/huis-49066219-zuiverwonen-k11-bouwnummer-11/?navigateSource=resultlist,ZuiverWonen (K11) Bouwnummer 11 2614 KH Delft,2614 KH Delft,2614,712430,2018,160,1,A,463,1,0
1547468103-2434,https://www.funda.nl/koop/verkocht/delft/huis-40526891-oude-delft-208/?navigateSource=resultlist,Oude Delft 208 2611 HJ Delft,2611 HJ Delft,2611,645000,1906,166,5,D,92,1,92
1547470026-2813,https://www.funda.nl/koop/verkocht/delft/huis-40628252-groene-zoom-13/?navigateSource=resultlist,Groene Zoom 13 2614 TT Delft,2614 TT Delft,2614,379000,1995,146,5,B,10,1,127
1547467488-2313,https://www.funda.nl/koop/verkocht/delft/huis-40479256-superlofts-fase-ii-herenhuis-bouwnr-9/?navigateSource=resultlist,Superlofts Fase II Herenhuis (Bouwnr. 9) 2613 RT Delft,2613 RT Delft,2613,549500,2018,157,1,A,434,1,0
1547467048-2226,https://www.funda.nl/koop/verkocht/delft/huis-40453295-hovenierstraat-18/?navigateSource=resultlist,Hovenierstraat 18 2613 RN Delft,2613 RN Delft,2613,275000,1878,71,4,B,12,1,80
1547469150-2637,https://www.funda.nl/koop/verkocht/delft/huis-40426466-klinkerbuurt-3-fase-1-bouwnr-121/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 121) 2628 ZR Delft,2628 ZR Delft,2628,437500,2018,161,6,A,615,1,0
1547468492-2508,https://www.funda.nl/koop/verkocht/delft/huis-86032394-afrikalaan-30/?navigateSource=resultlist,Afrikalaan 30 2622 DH Delft,2622 DH Delft,2622,299000,1984,134,6,C,6,1,113
1547467941-2402,https://www.funda.nl/koop/verkocht/delft/huis-49378006-marlot-de-jager-bouwnr-13/?navigateSource=resultlist,Marlot De Jager (Bouwnr. 13) 2614 Delft,2614 Delft,2614,362000,2018,142,5,A,383,1,0
1547467151-2246,https://www.funda.nl/koop/verkocht/delft/huis-40452210-rotterdamseweg-256/?navigateSource=resultlist,Rotterdamseweg 256 2628 AS Delft,2628 AS Delft,2628,475000,1921,118,4,D,78,1,357
1547469406-2689,https://www.funda.nl/koop/verkocht/delft/huis-40524415-klinkerbuurt-3-fase-2-bouwnr-108/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 108) 2628 ZS Delft,2628 ZS Delft,2628,450000,2018,161,5,A,402,1,0
1547466974-2212,https://www.funda.nl/koop/verkocht/delft/huis-40467108-van-zuylen-van-nijeveltstraat-12/?navigateSource=resultlist,Van Zuylen van Nijeveltstraat 12 2613 CW Delft,2613 CW Delft,2613,300000,1930,95,5,E,89,1,89
1547468488-2507,https://www.funda.nl/koop/verkocht/delft/huis-40688869-saharapad-8/?navigateSource=resultlist,Saharapad 8 2622 CD Delft,2622 CD Delft,2622,269500,1983,109,5,C,8,2,112
1547468544-2518,https://www.funda.nl/koop/verkocht/delft/huis-40524406-klinkerbuurt-3-fase-2-bouwnr-99/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 99) 2628 ZT Delft,2628 ZT Delft,2628,460000,2018,161,5,A,402,1,0
1547468370-2484,https://www.funda.nl/koop/verkocht/delft/huis-40683578-buitenwatersloot-206/?navigateSource=resultlist,Buitenwatersloot 206 2613 SX Delft,2613 SX Delft,2613,375000,1898,76,4,E,81,2,81
1547467249-2266,https://www.funda.nl/koop/verkocht/delft/huis-49383406-gelukkig-slot-bouwnr-33/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 33) 2614 SR Delft,2614 SR Delft,2614,480000,2018,175,5,A,470,1,0
1547467165-2249,https://www.funda.nl/koop/verkocht/delft/huis-40493974-houthaak-30/?navigateSource=resultlist,Houthaak 30 2611 LE Delft,2611 LE Delft,2611,184000,1890,57,2,F,7,1,38
1547467708-2356,https://www.funda.nl/koop/verkocht/delft/huis-40588250-molenweide-50/?navigateSource=resultlist,Molenweide 50 2614 LK Delft,2614 LK Delft,2614,489000,2007,175,6,A,44,1,38
1547469588-2725,https://www.funda.nl/koop/verkocht/delft/huis-40650519-oude-delft-148/?navigateSource=resultlist,Oude Delft 148 2611 HG Delft,2611 HG Delft,2611,895000,1650,224,7,F,2,1,95
1547467300-2276,https://www.funda.nl/koop/verkocht/delft/huis-49383416-gelukkig-slot-bouwnr-28/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 28) 2614 SR Delft,2614 SR Delft,2614,580000,2018,188,5,A,505,1,0
1547467807-2376,https://www.funda.nl/koop/verkocht/delft/huis-40580933-laan-van-bentvelsen-8/?navigateSource=resultlist,Laan van Bentvelsen 8 2614 KH Delft,2614 KH Delft,2614,384000,2016,126,4,A,151,1,151
1547468497-2509,https://www.funda.nl/koop/verkocht/delft/huis-49220027-volmolen-11/?navigateSource=resultlist,Volmolen 11 2614 LS Delft,2614 LS Delft,2614,385000,2007,110,5,A,5,1,121
1547469546-2717,https://www.funda.nl/koop/verkocht/delft/huis-40882766-sadatweg-55/?navigateSource=resultlist,Sadatweg 55 2622 PA Delft,2622 PA Delft,2622,344500,1992,119,5,C,5,3,148
1547467305-2277,https://www.funda.nl/koop/verkocht/delft/huis-49383417-gelukkig-slot-bouwnr-29/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 29) 2614 SR Delft,2614 SR Delft,2614,590000,2018,188,5,A,505,1,0
1547468825-2573,https://www.funda.nl/koop/verkocht/delft/huis-40533386-rooseveltlaan-108/?navigateSource=resultlist,Rooseveltlaan 108 2625 GR Delft,2625 GR Delft,2625,285000,1971,124,5,E,140,2,140
1547467797-2374,https://www.funda.nl/koop/verkocht/delft/huis-40444084-israellaan-33/?navigateSource=resultlist,Israëllaan 33 2622 HR Delft,2622 HR Delft,2622,269000,1987,113,5,C,111,3,111
1547468535-2516,https://www.funda.nl/koop/verkocht/delft/huis-40557012-roerdomphof-2/?navigateSource=resultlist,Roerdomphof 2 2623 NP Delft,2623 NP Delft,2623,269000,1980,102,5,C,124,1,124
1547468779-2564,https://www.funda.nl/koop/verkocht/delft/huis-40589902-floris-bouwnr-7/?navigateSource=resultlist,Floris (Bouwnr. 7) 2613 JV Delft,2613 JV Delft,2613,595000,2018,145,5,A,550,1,0
